JUDUL,ISBN,TAHUN TERBIT,HARGA,STOK
METODOLOGI BEKISTING DAN PERANCAH PADA PEKERJAAN KONSTRUKSI BANGUNAN GEDUNG DAN SIPIL,9786232093287,2019,108300,2
PENGANTAR BASIS DATA,9786024253875,2019,138231,8
KONSEP DAN DESAIN SISTEM RANGKA MOMEN KHUSUS (SRMK) BETON BERTULANG TAHAN GEMPA BERDASARKAN SNI 2847:2013 & SNI 1726:2012,9786230201028,2019,50710,3
POTENSI BESAR BETERNAK KAMBING BOERKA,6029988654,2019,109815,1
BELAJAR PEMPROGRAMAN DENGAN VISUAL STUDIO,9786230008368,2019,211787,2
LOGIKA PEMROGRAMAN PYTHON,9786230002274,2019,71726,10
VLOOKUP & HLOOKUP MS EXCEL UNTUK PEMULA,9786020497877,2019,109186,1
PERENCANAAN DASAR STRUKTUR BETON BERTULANG,9786020705118,2019,104261,3
PERANCANGAN BETON PRATEGANG,9786237568186,2019,51882,6
GEOLOGI TEKNIK ORIGINAL,9786230101885,2019,204945,7
MEMELIHARA AYAM PETELUR,9786021507933,2019,123528,4
MEMBANGUN BISNIS ONLINE DENGAN E-MAIL MARKETING,9786020499130,2019,47840,4
KOLABORASI LARAVEL DAN DATABASE POSTGRESQL DI LINUX,9786230008702,2019,181090,2
PENANGGULANGAN BENCANA DALAM BERBAGAI PERSPEKTIF,9786026036742,2019,96968,8
PENGANTAR FISIOLOGI TUMBUHAN,9786021507919,2019,127499,7
DASAR PEMROGRAMAN WEB DINAMIS MENGGUNAKAN PHP EDISI REVISI KEDUA,9786230100611,2019,180543,8
MEMBANGUN SISTEM INFORMASI SDM DENGAN MICROSOFT EXCEL,9786230003684,2019,198084,3
ARDUINO DAN JHONNY-FIVE DASAR PEMROGRAMAN ARDUINO MENGGUNAKAN JAVASCRIPT ROBOTICS PROGRAMMING FRAMEWORK,9786230199945,2019,198890,8
TUMBUHAN PAKU,9786025437205,2019,79387,4
DASAR PEMROGRAMAN ROBOT MENGGUNAKAN ARDUINO,9789792972436,2019,200324,1
LANCAR JAVA DAN JAVASCRIPT,9786230005633,2019,150351,5
CEPAT MAHIR MENJADI YOUTUBER & CONTENT CREATOR,9786230102462,2019,69103,8
VALUASI BISNIS TEKNOLOGI INFORMASI,9786237131151,2019,96040,7
MANAJEMEN OPERASI EDISI 11,9789790615533,2019,163303,4
METODE PENELITIAN BISNIS (BUKU1),9789790616622,2019,99523,8
SEMUA BISA MENJADI PROGRAMMER RUBY BASIC,9786020499017,2019,106833,9
KONSEP DAN IMPLEMENTASI PEMPROGRAMAN LARAVEL 5 EDISI 2019,9786026231215,2019,143692,10
PASSIVE INCOME DARI GOOGLE ADSENSE,9786020485140,2019,84053,10
KARAKTERISASI MATERIAL,9786024445539,2019,233471,3
111 KODE HTML UNTUK BELAJAR KILAT,9786020496863,2019,226092,9
HANDBOOK OF WRITING: PANDUAN LENGKAP MENULIS,9786022179788,2019,221297,2
PENGETAHUAN BATERAI MOBIL REVISI,9786024444822,2019,157773,10
PENGETAHUAN KOMPONEN MOBIL (EDISI REVISI),9786024445096,2019,117410,7
REPARASI SISTEM PENGDINGINAN MESIN MOBIL (EDISI REVISI),9786024445089,2019,198383,5
TEORI DAN TEKNIK REPARASI REM MOBIL,9786024445980,2019,50854,10
ADOBE AFTER EFFECTS KOMPLET,9786020459479,2019,178724,5
NETWORK SECURITY & CYBERY SECURITY,9786237131038,2019,195515,6
DEEP LEARNING : MODERNISASI MACHINE LEARNING UNTUK BIG DATA,9786237131212,2019,190876,8
APLIKASI ARDUINO DAN SENSOR,9786237131120,2019,101968,7
COOPERATIVE SPECTRUM SENSING AND RESOURCE ALLOCATION STRATEGIES IN COGNITIVE RADIO NETWORKS,9783319739564,2019,74429,7
METODE PENELITIAN KUANTITAFIF KUALITATIF DAN R&D,9786022895336,2019,59420,6
"MANAJEMEN PERPUSTAKAAN ELEKTRONIK ( E-LIBRARY ) KONSEP DASAR, DINAMIKA DAN SUSTAINABLE DI ERA DIGITAL",9786025568510,2019,142467,5
BELAJAR KILAT ADOBE PHOTOSHOP LANGSUNG BISA,9786230004544,2019,149743,1
TECHNOPRENEURSHIP,9789790618145,2019,198789,10
TOUR DAN TRAVEL,9786025568473,2019,206167,8
MANAJEMEN JARINGAN KOMPUTER (TEORI DAN PRAKTIK),9786026232984,2019,168261,1
KITAB HACKER,9786230004407,2019,53291,10
REKAYASA PERANGKAT LUNAK (TERSTRUKTUR DAN BERORIENTASI OBJEK),9786026232656,2019,224877,1
MEMBUAT KARYA INOVATIF MODEL 3D DENGAN AUTOCAD,9786230001376,2019,201540,8
MENYUSUN PENELITIAN KUANTITATIF UNTUK SKRIPSI DAN TESIS,9786237145875,2019,63446,9
PERILAKU KONSUMEN,9789793465180,2019,81030,3
"PERKAKAS DAN SISTEM PEMERKAKASAN : UMUR PAHAT, CAIRAN PENDINGIN PEMESINAN (PROSES PEMESINAN)",9786237165392,2019,70565,10
METODE PRAKTIS MODELING RANCANG BANGUN DENGAN AUTOCAD,9786020499512,2019,111792,2
PANDUAN KARYA TULIS ILMIAH DENGAN MICROSOFT WORD 365 DAN 2019,9786230011108,2019,217126,10
STEP BY STEP MEMBUAT TOKO ONLINE,9786230011375,2019,60521,10
HTML5 DASAR-DASAR UNTUK PENGEMBANGAN APLIKASI BERBASIS WEB,9786237131137,2019,202225,6
MEMBUAT MODEL 2D DAN 3D DENGAN AUTOCAD TINGKAT DASAR,9786230003998,2019,187754,10
UNDERSTANDING AND USING ENGLISH GRAMMAR (EDISI INGGRIS-INDONESIA),9789795836247,2019,209701,7
"MANAJEMEN RISIKO, KRISIS & BENCANA UNTUK INDUSTRI PARIWISATA YANG BERKELANJUTAN",9786020635163,2019,176493,9
CITIZEN 4.0 (MENJEJAKKAN PRINSIP-PRINSIP PEMASARAN HUMANIS DI ERA DIGITAL),9786020379548,2019,208988,10
SUSTAINABLE TOURISM,9786232410138,2019,175545,4
SAINS MANAJEMEN,9789790618671,2019,203155,7
101 TIPS DAN TRIK ADOBEM PHOTOSHOP,9786230009853,2019,101238,4
PRINSIP-PRINSIP PENGAUDITAN,9789790617681,2019,135288,6
SISI LAIN JACK MA,9786237465133,2019,194525,6
Perspectives on the Use of New Information and Communication Technology ICT ) in The Modern Economy,9783319908359,2019,155037,10
BELAJAR SENDIRI ADOBE PREMIER CC 2019,9786020495941,2019,86696,3
"BUKU SAKTI HTML, CSS, & JAVASCRIPT",9786237324515,2019,127430,3
MUDAH DAN PRAKTIS MEMBUAT GAMBAR KERJA DENGAN AUTOCAD,9786020499413,2019,154463,2
COMPUTER AIDED DESIGN 2,9786025217265,2019,231399,4
DESAIN 2D DENGAN AUTOCAD,9786230008733,2019,55129,1
RISET KUALITATIF,9786024229573,2019,159957,2
STRATEGI KEBUT SKRIPSI DALAM 21 HARI,9786237145776,2019,86651,2
STRATEGI PEMASARAN (PRINSIP & PENERAPAN),9786230102295,2019,189671,10
KOMPUTER GRAFIS BELAJAR ELEMEN DASAR GRAFIS MENJADI PRO,9786230102127,2019,205471,2
BUNG HATTA (KISAH HIDUP DAN PEMIKIRAN SANG ARSITEK KEMERDEKAAN),9786237145004,2019,147479,5
SUKSES BUDIDAYA AYAM PEDAGANG & PETELUR PRAKTIS MENGUNTUNGKAN,9786026724304,2019,180856,10
"RAHASIA SUKSES BLACK SOLDIER FLY (BSF) UNTUK PETERNAKAN, PERTANIAN DAN LINGKUNGAN",9789790713383,2019,62384,2
"PEMPROGRAMAN APLIKASI ANDROID DENGAN ANDROID STUDIO,PHOTOSHOP, DAN AUDITION",9786230002137,2019,165582,8
SUKSES BUDIDAYA AYAM MUTIARA,6027819294,2019,86781,6
START UP MENJADI DESIGNPRENEUR DENGAN COREL DRAW X8,9786237156017,2019,220660,6
METODE PENELITIAN KUANTITATIF,9786022893738,2019,54665,7
ANDROID APPLICATION DEVELOPMENT FOR ROOKIES WITH DATABASE,9786230003257,2019,51127,2
INTERNATIONAL JOINT CONFERENCE SOCO18-CISIS18-ICEUTE18,9783319941196,2019,209525,5
INNOVATIVE MOBILE AND INTERNET SERVICES IN UBIQUITOUS COMPUTING,9783319935539,2019,222167,3
HUMAN SYSTEMS ENGINEERING AND DESIGN,9783030020521,2019,137120,2
PANDUAN PRAKTIS MENGOLAH DATA KUESIONER MENGGUNAKAN SPSS,9786230004681,2019,216975,6
PENGELOLAAN LAHAN KERING,9786230103049,2019,65748,8
BIKIN FILM PAKAI SMARTPHONE ITU KEREN,9786237145165,2019,89234,4
ANATOMI TUMBUHAN,9789792161427,2019,51916,3
"PEMBENIHAN TANAMAN DASAR ILMU, TEKNOLOGI DAN PENGELOLAAN",9786023868100,2019,142155,2
SUKSES BUDIDAYA TUMPANG SARI CABAI & TOMAT (PRAKTIS MENGUNTUNGKAN),9786026724250,2019,76060,3
JADILAH PRIBADI OPTIMISTIS,9786025254185,2019,81881,1
PANDUAN LENGKAP DAN PRAKTIS BUDIDAYA AYAM PEDAGING,9786026409874,2019,60418,5
PANDUAN PRAKTIS DAN JITU MENGUASAI FRAMEWORK CODEIGNITER 3,9786026091598,2019,195603,9
MEMBUAT WEBSITE CANTIK & MENARIK,9786230011504,2019,221117,6
APLIKASI ABSENSI DOSEN DENGAN JAVA DAN SMARTPHONE SEBAGAI BARCODE READER,9786020489872,2019,184992,7
101 CARA JITU MENDATANGKAN TRAFIK WEBSITE,9786230011146,2019,171770,8
PENUSAN BUSINESS REPORT MENGGUNKAN MICROSOFT WORD,9786230007729,2019,89769,5
KITAB VIDEO EDITING DAN EFEK KHUSUS,9786020460819,2019,228205,4
TEKNIK DESAIN FASAD RUMAH DENGAN AUTOCAD DAN SKETCHUP,9786230002793,2019,213389,4
THE MASTER BOOK OF MS EXCEL,9786232440555,2019,151435,8
MODERN FORECASTING TEORI DAN APLIKASI,9786230200397,2019,83366,9
"Swift 4 Recipes, Hundreds of Useful Hand-Picked Code Snippets",9781484241813,2019,184562,10
JATUH-BANGUN JACK MA,9786025479403,2019,93207,2
THE PRAGMATIC PROGRAMMER,9780135957059,2019,207835,5
YUK BERBISNIS DENGAN LARAVEL DAN ANDROID,9786230001598,2019,125031,8
MUDAH MENGUASAI FRAMEWORK LARAVEL,9786020498928,2019,96103,6
PANDUAN LENGKAP INSTALASI & KONFIGURASI JARINGAN LAN-WAN-WIRELESS-FIBER OPTIC,9786230103025,2019,137280,2
PASSIVE INCOME DARI YOU TUBE,9786230003356,2019,115431,2
MEMBUAT GAME AUGMENTED REALIITY(AR) DENGAN UNITY 3D,9786230101977,2019,107443,4
MEMBANGUN APLIKASI DENGAN PWA,9786026231208,2019,168787,10
"CODING MUDAH DENGAN CODELGNITER,JQUERY,BOOTSTRAP,DAN DATATABLE",9786020476889,2019,94710,6
MENGGALI PUNDI-PUNDI LEWAT TREN SOSIAL MEDIA,9786025480737,2019,76812,2
SUKSES MEMIMPIN,9786020311333,2019,104901,9
MONEY MIDSET EFFECT,9786237506065,2019,198530,7
"BOLEH BERSEDIH,TAPI JANGAN BERLEBIHAN",9786230003165,2019,194270,10
CARA PRAKTIS BACA KARAKTER ORANG LEWAT TULISAN TANGAN,9786237046813,2019,158666,8
BERDAMAI DENGAN RASA MALAS,9786237324072,2019,205774,5
THE MAGIC OF POSITIF THINKING,9786237537298,2019,159516,7
DAHSYATNYA DOA IBU UNTUK ANAKNYA,9786237076278,2019,135851,9
KUNCI BERPIKIR POSITIF ALA NAPOLEON HILL,9786020632896,2019,130398,8
SENI DEBAT DAN NEGOSIASI,9786237537045,2019,150387,4
MUHAMMAD SANG GURU,9786237409076,2019,181187,4
THE POWER OF CONCENTRATION,9786025868863,2019,165907,7
WHO WANTS TO BE RASIONAL INVESTOR,9786024249991,2019,88882,7
KISAH SUKSES BERFIKIR POSSITIF TOTOH-TOKOH DUNIA,9786237537038,2019,125576,10
SENI MENDAHSYATKAN HIDUP,9786237046288,2019,86870,5
BICARA ITU ADA SENINYA RAHASIA KOMUNIKASI YANG EFEKTIF,9786024553920,2019,50548,10
FILOSOFI TERAS,9786024125189,2019,94081,9
DASAR-DASAR MEMAHAMI MAZHAB FILSAFAT,9786237210542,2019,230885,10
BOB SADINO 101 CARA BERPIKIRDAN BERTINDAK UNTUK JADI PENGUSAHA SUKSES,9786237537007,2019,77712,2
"TOLONG MAAF, TERIMAKASIH",9786025781735,2019,183470,9
ZERO EMOTION,9786237013853,2019,70283,4
THINK BIG START SMALL MOVE FAST (KIAT PENGEMBANGAN MENTAL),9786024811815,2019,210932,9
AKU MUSLIMAH HEBAT,9786230004933,2019,75839,3
BEGINILAH AMALAN PENGUNI SURGA SAAT DIDUNIA,9786237145912,2019,46763,3
SEPERTI KEPING-KEPING MALAM YANG PELAN DEMI PELAN MENUTUPI WAJAH,9786023917495,2019,99918,8
ENSIKLOPEDIA AL-QURAN DAN HADIS PERTEMA,9786020495507,2019,210071,7
PENGANTAR EKONOMI ISLAM,9786232182417,2019,179949,4
SIAPA SEBENARNYA MARKESOT?,9786022916147,2019,46718,7
LANGIT DAN BINTANG-GEMINTANGNYA,9786023918232,2019,176276,4
MUKJIZAT SUHU TUBUH,97897922922447,2019,188481,6
JENIUS SEPERTI IMAM GHAZALI,9786025781186,2019,70434,10
AKHLAK TASAWUF,9787301214,2019,127886,9
AKUNTANSI KEUANGAN SYARIAH TEORI DAN PRAKTIK,9789790764798,2019,77288,9
ULAMA PENGEMBARAAN DAN PIKIRAN YANG JERNIH,9786239108922,2019,69871,6
HIDUP ITU HARUS PINTAR NGEGAS & NGEREM,9786023851508,2019,188681,9
ILMU PENGETAHUAN BAHAN PANGAN,9786028800136,2019,63590,10
TEOLOGI KORUPSI,9786230000355,2019,48587,9
METODOLOGI PENELITIAN PENDIDIKAN,9786230100789,2019,129193,6
LIVESTOCK HANDLING AND TRANSPORT,9781786399151,2019,206512,9
"6 LANGKAH MENJADI PRIBADI UNGGUL,TANGGUH,MEMIKAT DAN BERPENGARUH",9786237145615,2019,151980,10
PARIWISATA DI HINDIA-BELANDA (1891-1942),9782855392578,2019,233604,1
KOMUNIKASI PEMASARAN,978622182462,2019,141233,10
KARTINI (KISAH HIDUP SEORANG PEREMPUAN INSPIRATIF),9786025448935,2019,90042,2
50 STRATEGI PEMBELAJARAN POPULER,9786023916870,2019,233435,7
PENEGAKAN HUKUM NARKOTIKA,9786020495668,2019,159375,2
PERENCANAAN PEMBELAJARAN,9789795262503,2019,87531,5
THE INTERPRETATION OF FINANCIAL STATEMENTS (MEMANDU ANDA MEMAHAMI LAPORAN KEUANGAN),9786026486349,2019,173644,2
HANDBOOK ILMU PARIWISATA,9786232182486,2019,179056,10
MUDAH MEMAHAMI DAN MENGIMPLEMENTASIKAN EKONOMI MAKRO,9786230100772,2019,98244,8
FINANCE FOR EXECUTIVES MANAGING FOR VALUE CREATION,9781473749245,2019,125796,8
PEMBANGUNAN PERTANIAN,9786237267188,2019,146970,10
"EKONOMI INDUSTI, TEORI DAN KEBIJAKAN",9786232183247,2019,220274,7
POTRET TRANSFORMASI OTONOMI PERGURUAN TINGGI NEGERI INDONESIA,9789796301140,2019,53311,4
ENTREPRENEURSHIP FOR HOSPITAL (PEMECAHAN MASALAH DAN PERENCANAAN UNTUK KEWIRAUSAHAAN RUMAH SAKIT,9786024445447,2019,178088,6
INDONESIA MENEJU KEKUATAN GLOBAL ABAD 21,9786230008795,2019,61895,6
AYAM BROILER ORGANIK,9786232250680,2019,138329,1
FOOD DEFENSE FUNDAMENTALS,9780131391819,2019,129682,6
BERKARYA BAGI NEGERI : IMPLEMENTASI PENGETAHUAN & SINERGISITAS PENGABDIAN MASYARAKAT MENUJU ERA SOCIETY 5.0,9786237587330,2019,186257,7
PENGANTAR PASAR MODAL,9786230100635,2019,56054,9
SMART AND EASY ENGLISH GRAMMAR,9786239069582,2019,57502,1
CRACKING THE TOEFL IBT,9780525567882,2019,107944,1
ENGLISH FOR PROFESSIONAL AND CREATIVE INDUSTRY,9786025781605,2019,173686,7
IELTS 7.0+ SKILLS AND STRATEGIES,9786020521848,2019,87056,5
JAGO BAHASA MANDARIN GAMPAAANG,9786237076155,2019,99884,7
"BETERNAK LELE MUDAH,KITA AJA YANG BIKIN REPOT ALA WILLIAM PERKASA",9789790029057,2019,55980,9
MATEMATIKA UNTUK TEKNIK,9786230101427,2019,84614,5
MIKROBIOLOGI DASAR HASIL TERNAK,9786024329228,2019,230781,1
APLIKASI SPPS UNTUK PENELITIAN DAN RISET PASAR,9786230008214,2019,135091,6
TEKNIK PERPINDAHAN ENERGI PANAS,9789792990881,2019,227594,9
LOOKING INTO THE EARTH AN INTRODUCTION TO GEOLOGICAL GEOPHYSICS,978052178858,2019,100963,8
MATEMATIKA TEKNIK,9786237334019,2019,163825,4
MATEMATIKA TEKNIK UNTUK PERGURUAN TINGGI,9789793784939,2019,50642,5
MEMAHAMI FLU BURUNG PADA UNGGAS DI INDONESIA & KETERKAITAN PENYAKIT LAIN,9786237267322,2019,91409,10
MANAJEMEN SUMBER DAYA MANUSIA,9879795264910,2019,173984,4
KIAT SUKSES BUDI DAYA CABAI HIDROPONIK,9786026475374,2019,201000,4
KOLAGEN & GELATIN,976237267133,2019,118523,6
INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATION,9789811333385,2019,220798,2
SUKSES USAHA PENGGEMUKAN SAPI POTONG,6029988166,2019,72564,4
PENGANTAR MANAJEMEN,9786232180635,2019,205037,10
MENJADI MANUSIA ISTIMEWA (KUNCI HIDUP BAHAGIA DAN SUKSES),9786025372872,2019,48155,4
STATISTIKA DAN RANCANGAN PERCOBAAN PENERAPAN DALAM BIDANG PETERNAKAN,9786024326418,2019,220895,9
GENETIKA & PEMULIAAN PETERNAKAN - VETERINER,9786024239501,2019,90295,1
PROSPEK CERAH BETERNAK SAPI PERAH PUSTAKA BARU PRESS,9786029988802,2019,213006,5
"MANAJEMEN KEUANGAN TEORI, APLIKASI DAN HASIL PENELITIAN",9786026237552,2019,65872,8
STATISTIKA UNTUK PENELITIAN,9789798433108,2019,152165,7
DIGITAL MARKETING DIERA 4.0,9786237324591,2019,184851,6
PENGELOLAAN SUMBERDAYA AIR TERPADU,9784208620,2019,48505,10
JOURNAL OF ENGLISH LANGUAGE TEACHING,23550309,2019,108584,3
DAMAGE TOLERANCE OF METALLIC AIRCRAFT STRUCTURES (MATERIALS AND NUMERICAL MODELLING),9783319701899,2019,76729,1
KAJIAN PENGELOLAAN PESISIR BERBASIS EKOWISATA DI KEPULAUAN KARIMUNJAWA,9786023867967,2019,55483,1
"SECURE COMPRESSIVE SENSING IN MULTIMEDIA DATA,CLOUD COMPUTING AND IOT",9789811325229,2019,94225,6
HEALTH AND WELLNESS MEASUREMENT APPROACHES FOR MOBILE HEALTHCARE,9783030015565,2019,105977,8
PROSES MANUFAKTUR PLASTIK DAN KOMPOSIT,9786230101441,2019,156519,5
ADVANCES IN SAFETY MANAGEMENT AND HUMAN FACTORS,9783319945880,2019,181059,10
PROCEEDINGS OF THE 20TH CONGRESS OF THE INTERNATIONAL ERGONOMICS ASSACIATION (IEA 2018),9783319960678,2019,110525,2
NEW ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES,9783319312316,2019,219436,10
SOFTWARE ENGINEERING AND ALGORITHMS IN INTELLIGENT SYSTEMS,9783319911854,2019,45768,6
DIGITAL MARKETING STRATEGY,9780749498085,2019,64631,8
UNDERSTANDING FOOD PRINCIPLES AND PREPARATION,9789814834490,2019,75960,7
MEKANIKA TANAH DASAR,9786024327071,2019,207308,8
BLOOD TYPE THINGS CARA MUDAH MENGENALI SIFAT DAN KEBPRIBADIAN SESEORANG DARI GOLONGAN DARAH KARENA GOLONGAN DARAH BUKAN SEKEDAR ABJAD,9786237439103,2019,159444,10
VERTIKULTUR KEBUN SAYUR BERTINGKAT DI PEKARANGAN,9786023761814,2019,125789,6
FINANCIAL ACCOUNTING NINTH EDITION,9781119598886,2019,168406,5
ROCKET MARKETING STORIES,9786230002205,2019,103399,3
EMERGENCY MEDICAL TECNHNICIAN,9780073128993,2019,227633,1
DASAR-DASAR MANAJEMEN KEUANGAN PERUSAHAAN,9786024228750,2019,177585,7
FINANCIAL ACCOUNTING,9781119503408,2019,231369,5
"ELEKTRICITY FOR REFRIGERATION, HEATING AND AIR CONDITIONING",9781337399128,2019,72930,2
7 RAHASIA MENINGKATKAN PRODUKTIVITAS DIRI (BAGAIMANA MEMBUAT HIDUP JADI LEBIH PRODUKTIF),9786237046356,2019,146336,6
MODERN DIESEL TECHNOLOGY HEAVY EQUIPMENT SYSTEMS,9781337567589,2019,99402,8
STATICS AND MECHANICS OF MATERIALS,9781133364412,2019,188000,4
MESIN LISTRIK ARUS BOLAK BALIK,9786230103315,2019,113701,5
PANDUAN LENGKAP ILMU BUTCHERY,9786230102172,2019,109663,2
HIDUP SEHAT ALA MAMI OLIS 4 LANGKAH MUDAH MENJALANI HIDUP SEHAT,9786020499451,2019,126285,1
MEKANIKA TANAH 1,9786023862276,2019,55547,7
JOURNAL OF TOURISM AND CREATIVITY,2549483X,2019,63499,7
MARKETING 4.0 BERGERAK DARI TRADISIONAL KE DIGITAL,9786020621173,2019,159835,10
KIAT PRAKTIS KUASAI PUBLIC SPEAKING,9786237046257,2019,145922,8
101 PROBEM SOLVING TENTANG PEMASARAN PRODUK,9786237465508,2019,225071,9
PENGANTAR PUBLIC RELATIONS DIERA 4.0,9786233763283,2019,58709,1
Native or non native: students predilection of their English teacher,0852078X,2019,219282,1
BETERNAK SAPI PERAH DAN PELUANG USAHA ANEKA PRODUK OLAHAN SUSU,9786023762613,2019,185272,5
UNTUNG SELANGIT DARI AGRIBISNIS MINYAK ASIRI,9786025379314,2019,137514,10
KOMUNIKASI PEMASARAN TERPADU DALAM INDUSTRI PARIWISATA,9786022895015,2019,219244,5
FUNCTIONAL FOOD (BUNGA RAMPAI KUMPULAN GIZI PRAKTIS),9786020498102,2019,109962,9
THE GUIDE BOOK OF SALES,9786020770260,2019,59871,9
BETERNAK AYAM TANPA BAU,9786023763535,2019,212760,1
AGRIBISNIS AYAM KAMPUNG PEDAGING DAN PETELUR,9786232250673,2019,70387,8
THE GUIDE BOOK OF STARUP,9786020770215,2019,158049,5
PANDUAN LENGKAP & PRAKTIS MEMBUAT PUPUK KOMPOS YANG PALING MENGUNTUNGKAN,9786029409713,2019,196103,7
THE GUIDE BOOK OF SWOT,9786020770093,2019,50681,1
BUSINESS GESTURE,9786237014102,2019,82415,9
ZEROPRENEUR (BIKIN BISNIS MODAL NOL),9786230003028,2019,201700,6
RAHASIA SUKSES BUDI DAYA TANAMAN DENGAN METODE HIDROPONIK,976237567013,2019,229937,4
BUDI DAYA PADI HITAM DAN MERAH PADA LAHAN MARGINAL DENGAN SISTEM SBSU,9786230100505,2019,65266,2
DASAR TEKNOLOGI HASIL TERNAK,9786024326975,2019,98634,8
PERANCANGAN PERKERASAN JALAN DAN PENYELIDIKAN TANAH,9786023865710,2019,217778,3
"Software Engineering , Proceedings of CSI 2015",9789811316272,2019,152147,7
SWOT BALANCED SCORECARD,9786020307121,2019,159343,7
USAHA TANI CABAI (KIAT JITU BERTANAM CABAI DI SEGALA MUSIM),9786029988298,2019,96054,2
"TEXT MINING -ANALISIS MEDSOS,KEKUATRAN BRAND,& INTELIJEN DI INTERNET",9789792995183,2019,51618,5
ANALISIS PRODUKTIVITAS & EFISIENSI,9786020622712,2019,165600,1
TEKNIK PENYEDIAAN AIR MINUM PERPIPAAN,9786023861064,2019,184017,9
PANDUAN ANALISIS SWOT UNTUK KESUKSESAN BISNIS,9786237210504,2019,147199,1
SENI BICARA TINGKAT DEWA UNTUK MENAKLUKKAN LAWAN BICARA,9786237145554,2019,138621,5
APLIKASI GOOGLE SKETCHUP UNTUK DESAIN 3 DIMENSI,9786230005541,2019,188586,7
CUUUS!!! KE LUAR NEGERI GRATIS CUMA MODAL HOBI!,9786024075170,2019,162336,2
PERCAYA DIRI HARGA MATI,9786237537205,2019,134941,7
BERGURU SUKSES DENGAN MENIRU KARAKTER DAN KEPRIBADIAN HEBAT TOKOH-TOKOH SUKSES DUNIA,9786237145431,2019,199716,3
SANG PENJAGA WAKTU (THE TIME KEEPER),9786020307145,2019,70410,2
SERIBU MASJID SATU JUMLAHNYA,9786024111190,2019,78203,5
THE HEART OF MAN,9786237378082,2019,138216,9
SHERLOCK HOLMES,9786025868658,2019,202958,1
TUHAN MAHA PENGHIBUR MAHA PENGHAPUS KESEDIHAN,9786024077198,2019,178274,3
ORANG MISKIN (AMAL) DILARANG MASUK SURGA,9786237145462,2019,220084,4
RESET,9786237100058,2019,69157,6
ARIAL & ADARA (UNTUKMU YANG TAK LELAH BERJUANG),9786022081807,2019,134047,2
RAHVAYANA AKU LALA PADAMU,9786022914136,2019,161857,5
MARRIAGEPHOBIA,9786023857807,2019,203136,6
TUHAN IZINKAN AKU MININGGALKANMU,9786020770161,2019,55197,5
AKU BERDIRI DISINI UNTUKMU,9786021036662,2019,168964,9
DUA GARIS BIRU,9786020631868,2019,148785,6
KITAB RASA,9786237284079,2019,115753,9
SELASA BERSAMA MORRIE,9786020334578,2019,177154,4
SASTRAWAN SALAH PERGAULAN,9786237284086,2019,62183,9
DILAN (DIA ADALAH DILANKU TAHUN 1990),9786027870864,2019,173013,4
JERITAN MALAM (KETIKA KEINDAHAN MENJADI SEBUAH KEKUATAN),9786020521237,2019,106376,6
CINTA TANPA SYARAT,9786025921179,2019,46124,9
"THE ORANGE GIRL (KISAH TENTANG AYAH,ANAK,DAN CINTA)",9786024411220,2019,210838,7
JALANKU DAN JALANMU,9786237290094,2019,109441,5
TAPAK JEJAK,9789797945862,2019,197797,10
DUA DINI HARI,9786023859580,2019,184751,1
KEMATIAN DI VENESIA,9786237290087,2019,109122,1
MAYIT,9786232160958,2019,149507,5
WAKTU AKU SAMA MIKA,9786025921124,2019,166373,5
"POKOKNYA,CUMA KAMU!",9786237122388,2019,109946,1
PEREMPUAN DI TITIK NOL,9786024334383,2019,158898,10
UBAH DERITA JADI BAHAGIA,9786024075767,2019,121524,5
SEWU DINO,9786022203483,2019,198692,6
MORE OF YOU,9786230009082,2019,107206,10
A PEACE OF MY SOUL,9786237122166,2019,72308,10
"MAAF,AKU BELUM SIAP NIKAH!",9786020490656,2019,231306,1
PENYELIMUT MIMPI,9786024896836,2019,192901,9
THE MIRACLE OF FOCUS,9786025868856,2019,97838,3
SEMASA KECIL DIKAMPUNG,979979662542,2019,98997,7
KATA KOKOH INESTABLE,9786026716255,2019,159583,10
HAUNTED SCHOOL,9786024202866,2019,190559,8
KISAH SEJATI PENUH HIKMAH (KHADIJAH DAN AISYAH),9786237046264,2019,228632,1
HITAM PUTIH MAJAPAHIT DARI KEJAYAAN HINGGA KERUNTUHAN,9786237145448,2019,93854,10
HARGA SEBUAH PERCAYA,9786029474121,2019,149535,2
ANGIN HUTAN PINUS,9786025214226,2019,144615,8
HIJAB FOR SISTER,9786020453798,2019,46131,1
BERHENTIDIKAMU,9786024181833,2019,217369,2
KALAU BISA KAYA KENAPA HARUS MISKIN,9786237324041,2019,190676,2
THE ONLY REASON,9786020629384,2019,215017,10
KAMI (BUKAN) JONGOS BERDASI,978620203353,2019,129398,8
JODOH PILIHAN ALLAH,9786237465041,2019,174070,4
HIJRAH ASMARA (KETIKA HATI MENEMUKAN TAMBATAN YANG TEPAT),9786025509186,2019,108564,10
HIJAB FOR SISTER 2,9786020496047,2019,130584,4
FASE,9786237100089,2019,52481,9
THE GAME OF LOVE,9786020499932,2019,221749,3
PRINCESS OF TALES (MISTERI DONGENG DAN IMAJINASI),9786024410957,2019,148249,1
SEPATU UNTUK ALMIA,9786020622415,2019,66126,9
PINGKAN MELIPAT JARAK,9786020339757,2019,171833,2
